id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_obs,TP,FN,FP,recall,precision,f1
2947,La Meuse a Vaucouleurs [Chalaines],4002500,2837500,1700,Meuse,Meuse,Rhine,FR,-999.000,2791,160.400,187.100,252.700,296.200,337.900,391.900,432.300,472.600,525.800,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
2956,La Moselle a Tonnoy,4037500,2837500,2050,Moselle,Moselle,Rhine,FR,-999.000,4571,400.400,459.500,604.900,701.200,793.500,913.000,1002.600,1091.800,1209.500,0,0.000,0.000,1.000,-999.000,0.000,0.000
2964,GERBERTSHAUS,4282500,2722500,850,Rhine,Schussen,Rhine,DE,-999.000,15211,76.200,98.500,153.300,189.600,224.400,269.500,303.200,336.900,381.300,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
2965,GIEssEN,4292500,2722500,625,Rhine,Argen,Rhine,DE,-999.000,15411,152.000,180.900,252.000,299.000,344.200,402.600,446.400,490.000,547.600,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
3099,La Moselle à Saint-Mard et à Tonnoy et à Velle-sur-Moselle,4042500,2832500,2025,Moselle,Moselle,Rhine,FR,-999.000,4571,399.400,460.300,610.200,709.500,804.700,928.000,1020.300,1112.400,1233.800,0,0.000,0.000,1.000,-999.000,0.000,0.000
3100,La Moselle à Toul,4017500,2847500,3325,Moselle,Moselle,Rhine,FR,-999.000,4571,452.700,516.400,673.400,777.300,876.900,1005.900,1102.600,1198.900,1326.000,0,0.000,0.000,1.000,-999.000,0.000,0.000
3101,La Meurthe à Laneuveville-devant-Nancy [la Madeleine],4047500,2842500,2800,Moselle,Meurthe,Rhine,FR,-999.000,4561,129.300,158.800,231.200,279.200,325.200,384.700,429.400,473.800,532.500,0,0.000,0.000,1.000,-999.000,0.000,0.000
3102,La Moselle à Custines,4037500,2862500,6950,Moselle,Moselle,Rhine,FR,-999.000,4551,595.300,684.000,902.400,1047.000,1185.600,1365.100,1499.600,1633.700,1810.500,0,0.000,0.000,1.000,-999.000,0.000,0.000
3103,La Seille à Nomeny,4042500,2872500,975,Moselle,Seille,Rhine,FR,-999.000,4541,49.100,61.700,92.800,113.400,133.200,158.700,177.900,196.900,222.100,0,0.000,0.000,1.000,-999.000,0.000,0.000
3104,La Seille à Metz,4037500,2887500,1175,Moselle,Seille,Rhine,FR,-999.000,4541,57.300,71.300,105.600,128.400,150.200,178.400,199.600,220.700,248.500,0,0.000,0.000,1.000,-999.000,0.000,0.000
3105,La Moselle à Hagondange et à Hauconcourt,4042500,2907500,9400,Moselle,Moselle,Rhine,FR,-999.000,4531,678.800,781.700,1035.200,1203.000,1363.900,1572.300,1728.400,1884.000,2089.200,0,0.000,0.000,1.000,-999.000,0.000,0.000
3106,L'Orne à Rosselange,4032500,2912500,1200,Moselle,Orne,Rhine,FR,-999.000,4521,98.400,118.700,168.600,201.600,233.300,274.300,305.000,335.600,376.000,2,1.000,1.000,0.000,0.500,1.000,0.667
3107,La Moselle à Uckange,4042500,2917500,10700,Moselle,Moselle,Rhine,FR,-999.000,4511,753.100,864.600,1139.000,1320.700,1495.000,1720.600,1889.600,2058.000,2280.300,0,0.000,0.000,1.000,-999.000,0.000,0.000
3108,La Sarre à Sarreguemines et à Sarreinsming,4107500,2892500,3700,Moselle,Saar,Rhine,FR,-999.000,4211,229.100,271.700,376.300,445.600,512.100,598.200,662.600,726.900,811.600,0,0.000,0.000,1.000,-999.000,0.000,0.000
3109,La Meuse à Domrémy-la-Pucelle,4002500,2822500,1500,Meuse,Meuse,Rhine,FR,-999.000,2791,143.800,168.300,228.700,268.600,306.900,356.500,393.600,430.700,479.500,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
3110,La Meuse à Commercy,3997500,2862500,2400,Meuse,Meuse,Rhine,FR,-999.000,2791,198.600,234.100,321.400,379.200,434.600,506.400,560.200,613.700,684.400,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
3111,La Meuse à Saint-Mihiel,3992500,2872500,2675,Meuse,Meuse,Rhine,FR,-999.000,2791,209.600,245.300,333.100,391.300,447.100,519.300,573.400,627.300,698.400,0,0.000,0.000,1.000,-999.000,0.000,0.000
3112,La Meuse à Stenay,3972500,2942500,3975,Meuse,Meuse,Rhine,FR,-999.000,2791,263.300,296.700,378.900,433.300,485.500,553.100,603.700,654.200,720.700,1,1.000,0.000,0.000,1.000,1.000,1.000
4358,Diekirch,4047500,2977500,2125,Moselle,Sauer,Rhine,LU,-999.000,4431,172.300,209.900,302.400,363.700,422.500,498.600,555.600,612.400,687.300,1,0.000,1.000,0.000,0.000,-999.000,0.000
4359,Ettelbrück,4042500,2972500,1075,Moselle,Alzette,Rhine,LU,-999.000,4441,103.100,125.600,181.100,217.900,253.200,298.800,333.000,367.100,412.100,1,1.000,0.000,0.000,1.000,1.000,1.000
4367,Mersch,4042500,2967500,750,Moselle,Alzette,Rhine,LU,-999.000,4441,74.300,91.200,132.500,159.900,186.100,220.100,245.600,271.000,304.500,1,1.000,0.000,0.000,1.000,1.000,1.000
4385,Michelau,4042500,2982500,925,Moselle,Sauer,Rhine,LU,-999.000,4451,72.900,90.100,132.300,160.200,187.000,221.600,247.600,273.500,307.700,1,0.000,1.000,0.000,0.000,-999.000,0.000
4388,Rosport,4067500,2967500,4200,Moselle,Sauer,Rhine,LU,-999.000,4411,343.500,411.800,580.000,691.400,798.200,936.400,1040.000,1143.300,1279.400,1,1.000,0.000,0.000,1.000,1.000,1.000
4391,Vianden,4047500,2987500,675,Moselle,Our,Rhine,LU,-999.000,4421,70.500,85.200,121.300,145.200,168.200,197.900,220.100,242.300,271.600,1,1.000,0.000,0.000,1.000,1.000,1.000
4417,Friedrichsthal,4142500,3047500,625,Wied,Wied,Rhine,DE,-999.000,3811,14.500,17.200,24.000,28.500,32.900,38.500,42.600,46.800,52.300,1,1.000,0.000,0.000,1.000,1.000,1.000
4418,Altenahr,4112500,3047500,750,Ahr,Ahr,Rhine,DE,-999.000,3611,13.700,18.100,28.900,36.000,42.800,51.600,58.300,64.900,73.600,1,1.000,0.000,0.000,1.000,1.000,1.000
4419,Kordel,4077500,2972500,900,Moselle,Kyll,Rhine,DE,-999.000,4121,153.100,183.300,257.800,307.100,354.400,415.600,461.400,507.100,567.400,2,1.000,1.000,0.000,0.500,1.000,0.667
5137,Trier UP,4077500,2967500,23675,Moselle,Moselle,Rhine,DE,-999.000,4131,1391.900,1604.900,2129.400,2476.600,2809.600,3240.700,3563.800,3885.600,4310.300,1,1.000,0.000,0.000,1.000,1.000,1.000
5223,Martinrive,4012500,3047500,1100,Meuse,Ambleve,Rhine,BE,-999.000,2441,112.300,129.200,170.700,198.100,224.500,258.600,284.100,309.600,343.200,1,1.000,0.000,0.000,1.000,1.000,1.000
5224,Membre Pont,3957500,2987500,1250,Meuse,Smois,Rhine,BE,-999.000,2762,146.800,173.800,240.400,284.400,326.700,381.400,422.400,463.300,517.200,2,2.000,0.000,0.000,1.000,1.000,1.000
5225,Treignes,3937500,3012500,600,Meuse,Viroin,Rhine,BE,-999.000,2741,47.800,55.800,75.500,88.600,101.100,117.300,129.400,141.600,157.500,2,0.000,2.000,0.000,0.000,-999.000,0.000
5226,Gendron,3962500,3022500,1425,Meuse,Lesse,Rhine,BE,-999.000,2721,121.600,143.500,197.400,233.100,267.400,311.700,345.000,378.100,421.800,0,0.000,0.000,1.000,-999.000,0.000,0.000
5228,Tabreux,4002500,3047500,1650,Meuse,Ourthe,Rhine,BE,-999.000,2451,124.100,145.000,196.600,230.700,263.400,305.800,337.600,369.200,411.000,1,1.000,0.000,0.000,1.000,1.000,1.000
5230,Chaudfontaine Pisc,4017500,3057500,700,Meuse,Vesdre,Rhine,BE,-999.000,2421,59.400,68.700,91.700,106.900,121.400,140.300,154.400,168.500,187.100,2,1.000,1.000,1.000,0.500,0.500,0.500
5231,Solre Us,3902500,3037500,1375,Meuse,Haute sambre,Rhine,BE,-999.000,2611,71.600,86.300,122.600,146.600,169.600,199.400,221.800,244.000,273.400,0,0.000,0.000,0.000,-999.000,-999.000,-999.000
