id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_obs,TP,FN,FP,recall,precision,f1
628,Guadalope A.A. Santolea,3447500,2022500,1225,Guadalope,Guadalope,Ebro,ES,2.000,3231,5.800,9.000,17.100,22.400,27.500,34.100,39.000,43.900,50.400,0,0.000,0.000,0.000,,,
629,Segre En Organya,3607500,2167500,2300,Segre,Segre,Ebro,ES,2.000,2711,145.900,227.000,426.600,558.700,685.400,849.400,972.400,1094.800,1256.400,0,0.000,0.000,0.000,,,
630,N.Ribagorzana (Montañana),3552500,2162500,1125,Segre,Noguera Ribagorzana,Ebro,ES,3.000,2411,29.700,41.600,70.900,90.400,109.000,133.100,151.100,169.100,192.900,0,0.000,0.000,0.000,,,
631,Ebro En Mendavia,3312500,2232500,12025,Ebro,Ebro,Ebro,ES,1.000,13111,598.200,708.900,981.300,1161.700,1334.700,1558.600,1726.400,1893.600,2114.200,2,2.000,0.000,0.000,1.000,1.000,1.000
632,Gallego En Anzanigo,3442500,2202500,1425,Gallego,Gallego,Ebro,ES,2.000,4111,116.700,152.200,239.500,297.200,352.700,424.400,478.200,531.700,602.400,0,0.000,0.000,0.000,,,
633,Piedra En Carenas,3332500,2097500,1500,Jalon,Piedra,Ebro,ES,3.000,8411,17.800,35.800,80.200,109.600,137.800,174.200,201.600,228.800,264.800,1,0.000,1.000,1.000,0.000,0.000,0.000
634,Jalon En Ateca,3332500,2102500,4050,Jalon,Jalon,Ebro,ES,2.000,8311,20.400,38.800,84.000,113.900,142.700,179.800,207.700,235.500,272.100,1,0.000,1.000,1.000,0.000,0.000,0.000
635,Ebro En Palazuelos,3232500,2282500,4500,Ebro,Ebro,Ebro,ES,1.000,21111,286.000,363.400,553.900,680.000,801.000,957.600,1075.000,1191.900,1346.200,2,2.000,0.000,1.000,1.000,0.667,0.800
636,Ebro En Asco,3527500,2057500,83350,Ebro,Ebro,Ebro,ES,1.000,1111,1254.700,1389.400,1720.800,1940.200,2150.600,2423.000,2627.200,2830.500,3098.900,1,1.000,0.000,0.000,1.000,1.000,1.000
637,Aragon En Cola De Yesa,3422500,2232500,1500,Aragon,Aragon,Ebro,ES,2.000,10711,182.400,248.700,411.800,519.900,623.500,757.600,858.200,958.300,1090.400,0,0.000,0.000,0.000,,,
638,Matarraña En Nonaspe,3497500,2067500,1150,Matarranya,Matarranya,Ebro,ES,2.000,1211,29.700,62.600,143.500,197.100,248.500,315.000,364.800,414.500,480.000,1,0.000,1.000,0.000,0.000,,0.000
639,Alhama En Cintruenigo,3337500,2182500,1100,Alhama,Alhama,Ebro,ES,2.000,9811,19.400,31.400,61.000,80.500,99.300,123.500,141.700,159.800,183.700,0,0.000,0.000,0.000,,,
640,R.Alcanadre En Ballobar,3497500,2117500,3300,Segre,Alcanadre,Ebro,ES,4.000,2241,81.200,108.500,175.600,220.100,262.800,318.000,359.400,400.600,455.000,0,0.000,0.000,1.000,,0.000,0.000
641,Gallego En Zuera,3427500,2147500,3250,Gallego,Gallego,Ebro,ES,2.000,4111,110.100,158.100,276.300,354.500,429.600,526.700,599.500,672.000,767.700,0,0.000,0.000,0.000,,,
642,Huerva En Zaragoza,3407500,2122500,1100,Huerva,Huerva,Ebro,ES,2.000,6111,8.700,11.000,16.600,20.400,24.000,28.700,32.200,35.600,40.200,2,0.000,2.000,0.000,0.000,,0.000
643,Arba En Tauste,3392500,2167500,2175,Arba,Arba,Ebro,ES,2.000,9211,37.500,62.100,122.700,162.800,201.200,251.000,288.300,325.500,374.500,0,0.000,0.000,0.000,,,
644,Ebro En Gelsa,3442500,2097500,47550,Ebro,Ebro,Ebro,ES,1.000,3711,1222.300,1399.700,1836.100,2125.100,2402.300,2761.100,3030.000,3297.900,3651.300,1,1.000,0.000,1.000,1.000,0.500,0.667
645,Jalon En Calatayud,3347500,2102500,7575,Jalon,Jalon,Ebro,ES,2.000,8111,30.600,51.500,102.800,136.800,169.300,211.500,243.100,274.600,316.200,1,0.000,1.000,0.000,0.000,,0.000
646,Jalon En Chodes,3357500,2117500,8025,Jalon,Jalon,Ebro,ES,2.000,8111,31.300,51.000,99.700,131.900,162.700,202.700,232.700,262.600,301.900,1,0.000,1.000,0.000,0.000,,0.000
647,Ebro En Logroño,3297500,2237500,10525,Ebro,Ebro,Ebro,ES,1.000,15111,570.400,679.300,947.400,1124.900,1295.100,1515.500,1680.700,1845.200,2062.300,2,2.000,0.000,1.000,1.000,0.667,0.800
648,Tiron En Haro,3262500,2252500,1225,Tiron,Tiron,Ebro,ES,2.000,18111,25.000,54.700,127.900,176.400,222.800,283.000,328.100,373.000,432.200,0,0.000,0.000,0.000,,,
649,Aragon En Martes,3427500,2227500,1100,Aragon,Aragon,Ebro,ES,2.000,10711,176.500,239.900,395.900,499.200,598.200,726.400,822.500,918.200,1044.500,0,0.000,0.000,0.000,,,
650,Ebro En Tudela,3362500,2177500,26500,Ebro,Ebro,Ebro,ES,1.000,9511,1240.700,1412.600,1835.700,2115.900,2384.600,2732.400,2993.000,3252.700,3595.300,1,1.000,0.000,1.000,1.000,0.500,0.667
651,Ebro En Novillas,3377500,2162500,27425,Ebro,Ebro,Ebro,ES,1.000,9311,1219.600,1390.100,1809.500,2087.200,2353.600,2698.400,2956.800,3214.200,3553.900,2,2.000,0.000,0.000,1.000,1.000,1.000
652,Ebro En Alagon,3397500,2147500,30400,Ebro,Ebro,Ebro,ES,1.000,9111,1210.900,1382.100,1803.300,2082.200,2349.700,2696.000,2955.500,3214.000,3555.100,2,2.000,0.000,0.000,1.000,1.000,1.000
653,Arba En Ejea,3402500,2182500,1075,Arba,Arba,Ebro,ES,2.000,9211,21.800,38.600,80.100,107.500,133.800,167.800,193.300,218.700,252.300,0,0.000,0.000,0.000,,,
654,Cinca Pte. Las Pilas,3512500,2162500,3825,Segre,Cinca,Ebro,ES,3.000,2251,108.200,146.100,239.200,300.900,360.000,436.500,493.900,551.000,626.400,0,0.000,0.000,0.000,,,
655,Jalon En Cetina,3322500,2102500,1975,Jalon,Jalon,Ebro,ES,2.000,8511,3.000,5.000,9.700,12.800,15.800,19.700,22.600,25.500,29.300,0,0.000,0.000,0.000,,,
659,Barcs,4897500,2562500,34625,Drava,Drava,Danube,HU,,141111,1205.400,1392.200,1852.100,2156.500,2448.600,2826.600,3109.800,3392.000,3764.400,0,0.000,0.000,0.000,,,
660,Bekes,5167500,2697500,10250,Tisa,Koros,Danube,HU,,124511,218.600,260.300,362.900,430.800,495.900,580.200,643.400,706.300,789.400,0,0.000,0.000,2.000,,0.000,0.000
661,Bekessztandras duzzaszto a.,5117500,2697500,26275,Tisa,Harmas-Koros,Danube,HU,,124111,365.800,426.400,575.600,674.300,769.000,891.600,983.400,1075.000,1195.700,0,0.000,0.000,1.000,,0.000,0.000
662,Bekessztandras duzzaszto f.,5112500,2697500,26300,Tisa,Harmas-Koros,Danube,HU,,124111,365.900,426.500,575.700,674.400,769.200,891.800,983.700,1075.200,1196.000,0,0.000,0.000,1.000,,0.000,0.000
663,Berettyoujfalu,5192500,2747500,3575,Tisa,Barcau,Danube,HU,,124421,42.100,52.800,79.200,96.600,113.400,135.100,151.300,167.500,188.900,0,0.000,0.000,0.000,,,
664,Budapest,5002500,2752500,184600,Danube,Danube,Danube,HU,,153111,5730.200,6602.400,8748.900,10170.000,11533.200,13297.700,14620.000,15937.400,17675.500,1,0.000,1.000,0.000,0.000,,0.000
665,Csenger,5267500,2827500,14975,Tisa,Somea,Danube,HU,,129211,590.100,660.600,834.200,949.200,1059.500,1202.200,1309.100,1415.700,1556.300,0,0.000,0.000,0.000,,,
666,Doboz,5177500,2687500,8100,Tisa,Koros,Danube,HU,,124511,204.700,242.300,334.700,395.900,454.600,530.500,587.500,644.200,719.000,1,0.000,1.000,3.000,0.000,0.000,0.000
667,Dombori-puszta,5002500,2632500,188375,Danube,Danube,Danube,HU,,153111,5685.800,6524.300,8587.700,9953.800,11264.300,12960.500,14231.600,15498.000,17168.800,1,0.000,1.000,1.000,0.000,0.000,0.000
668,Dravaszabolcs,4957500,2552500,37750,Drava,Drava,Danube,HU,,141111,1224.600,1404.200,1846.100,2138.600,2419.300,2782.500,3054.800,3326.000,3683.800,0,0.000,0.000,0.000,,,
670,Felsoberecki,5182500,2872500,11325,Tisa,Bodrog,Danube,HU,,128111,582.200,686.300,942.700,1112.400,1275.200,1486.000,1643.900,1801.200,2008.800,0,0.000,0.000,0.000,,,
671,Gyoma,5142500,2707500,19800,Tisa,Harmas-Koros,Danube,HU,,124311,319.800,375.100,511.100,601.100,687.500,799.300,883.100,966.600,1076.700,0,0.000,0.000,2.000,,0.000,0.000
672,Gyula,5187500,2677500,4025,Tisa,Crisul Alb,Danube,HU,,124711,132.600,161.600,232.800,279.900,325.100,383.700,427.500,471.200,528.900,1,0.000,1.000,1.000,0.000,0.000,0.000
673,Gyulavari duzzaszto f.,5182500,2682500,4400,Tisa,Crisul Alb,Danube,HU,,124711,134.300,163.700,236.000,283.900,329.800,389.300,433.900,478.200,536.800,1,0.000,1.000,1.000,0.000,0.000,0.000
674,Hatvan,5047500,2777500,1250,Tisa,Zagyva,Danube,HU,,125211,10.200,16.000,30.200,39.600,48.600,60.200,69.000,77.700,89.200,0,0.000,0.000,0.000,,,
675,Hidasnemeti,5147500,2882500,4450,Tisa,Hornad,Danube,HU,,126311,170.800,211.900,312.900,379.800,443.900,527.000,589.200,651.200,733.000,0,0.000,0.000,0.000,,,
676,Ipolytarnoc,5032500,2837500,1325,Ipel,Ipel,Danube,HU,,154111,40.100,53.300,85.900,107.500,128.200,155.000,175.100,195.100,221.500,1,0.000,1.000,0.000,0.000,,0.000
677,Jasztelek,5072500,2752500,4200,Tisa,Zagyva,Danube,HU,,125211,46.900,67.300,117.400,150.600,182.400,223.700,254.600,285.300,325.900,0,0.000,0.000,0.000,,,
678,Kiskore also,5107500,2762500,65000,Tisa,Tisza,Danube,HU,,125311,1776.700,2057.300,2747.900,3205.200,3643.800,4211.500,4636.900,5060.800,5620.000,0,0.000,0.000,0.000,,,
679,Kiskore felso,5112500,2767500,64875,Tisa,Tisza,Danube,HU,,125311,1988.700,2287.300,3022.300,3508.900,3975.700,4579.900,5032.700,5483.800,6079.000,0,0.000,0.000,0.000,,,
682,Korosszakal,5202500,2727500,2550,Tisa,Crisul Repede,Danube,HU,,124431,61.100,74.600,107.700,129.600,150.600,177.900,198.300,218.600,245.400,0,0.000,0.000,1.000,,0.000,0.000
683,Korostarcsa,5157500,2702500,10425,Tisa,Koros,Danube,HU,,124511,218.900,260.600,363.400,431.400,496.700,581.100,644.400,707.500,790.700,0,0.000,0.000,2.000,,0.000,0.000
684,Kunszentmarton,5102500,2692500,27000,Tisa,Harmas-Koros,Danube,HU,,124111,368.400,429.400,579.500,678.900,774.200,897.600,990.000,1082.100,1203.700,0,0.000,0.000,1.000,,0.000,0.000
685,Letenye,4837500,2612500,13325,Drava,Mur,Danube,HU,,142111,532.100,618.400,830.800,971.400,1106.300,1280.900,1411.700,1542.100,1714.100,0,0.000,0.000,0.000,,,
686,Mako,5127500,2622500,30075,Tisa,Mures,Danube,HU,,122111,735.200,862.400,1175.300,1382.500,1581.300,1838.500,2031.300,2223.400,2476.800,1,1.000,0.000,0.000,1.000,1.000,1.000
688,Mohacs,4997500,2577500,208825,Danube,Danube,Danube,HU,,151111,5768.000,6610.100,8682.400,10054.500,11370.600,13074.200,14350.900,15622.800,17300.900,2,2.000,0.000,0.000,1.000,1.000,1.000
689,Nagymaros,4992500,2782500,183175,Danube,Danube,Danube,HU,,153111,5734.400,6608.100,8758.100,10181.600,11547.100,13314.500,14639.000,15958.600,17699.600,1,0.000,1.000,0.000,0.000,,0.000
690,Nogradszakal,5027500,2832500,1875,Ipel,Ipel,Danube,HU,,154111,57.200,71.800,107.800,131.600,154.500,184.100,206.200,228.300,257.500,1,0.000,1.000,0.000,0.000,,0.000
691,Ortilos,4852500,2602500,31275,Drava,Drava,Danube,HU,,141111,1174.600,1371.300,1855.500,2176.100,2483.600,2881.700,3180.000,3477.200,3869.300,0,0.000,0.000,0.000,,,
692,Paks,4997500,2652500,188100,Danube,Danube,Danube,HU,,153111,5696.600,6545.800,8635.600,10019.200,11346.400,13064.300,14351.700,15634.300,17326.500,1,0.000,1.000,0.000,0.000,,0.000
693,Pocsaj,5212500,2757500,3450,Tisa,Barcau,Danube,HU,,124421,41.200,52.200,79.100,97.000,114.100,136.300,152.900,169.500,191.300,0,0.000,0.000,0.000,,,
694,Sajopuspoki,5087500,2847500,3500,Tisa,Slana,Danube,HU,,126231,116.300,154.000,246.700,308.100,366.900,443.100,500.300,557.200,632.200,0,0.000,0.000,0.000,,,
695,Sarkad,5187500,2687500,3650,Tisa,Crisul Negru,Danube,HU,,124611,83.400,103.300,152.100,184.500,215.500,255.600,285.700,315.700,355.200,4,3.000,1.000,0.000,0.750,1.000,0.857
696,Sarvar,4847500,2707500,5575,Raab,Raba,Danube,HU,,172111,88.400,107.700,155.000,186.400,216.500,255.500,284.600,313.700,352.100,0,0.000,0.000,0.000,,,
697,Siojut,4942500,2672500,5850,Sio,Sio,Danube,HU,,152311,33.100,41.000,60.400,73.300,85.600,101.600,113.600,125.500,141.200,0,0.000,0.000,0.000,,,
699,Szentgotthard,4807500,2667500,3275,Raab,Raba,Danube,HU,,172111,65.600,78.800,111.500,133.100,153.900,180.700,200.800,220.900,247.300,0,0.000,0.000,0.000,,,
700,Szolnok,5092500,2727500,72325,Tisa,Tisza,Danube,HU,,125111,1819.100,2105.700,2810.800,3277.700,3725.500,4305.200,4739.600,5172.300,5743.300,0,0.000,0.000,0.000,,,
701,Tiszabecs,5272500,2857500,9000,Tisa,Tisza,Danube,HU,,129311,879.900,1047.800,1460.800,1734.300,1996.600,2336.200,2590.600,2844.100,3178.600,0,0.000,0.000,1.000,,0.000,0.000
702,Tiszafured,5122500,2782500,62625,Tisa,Tisza,Danube,HU,,125311,1985.600,2279.200,3001.800,3480.300,3939.200,4533.200,4978.400,5421.900,6007.000,0,0.000,0.000,0.000,,,
703,Tiszapalkonya,5142500,2807500,62225,Tisa,Tisza,Danube,HU,,125311,1992.400,2286.800,3011.200,3490.800,3950.800,4546.300,4992.600,5437.200,6023.700,0,0.000,0.000,0.000,,,
704,Tiszaroff,5107500,2752500,65625,Tisa,Tisza,Danube,HU,,125311,1782.200,2063.100,2754.400,3212.100,3651.100,4219.300,4645.100,5069.400,5629.100,0,0.000,0.000,0.000,,,
705,Vac,5002500,2782500,183500,Danube,Danube,Danube,HU,,153111,5732.700,6608.000,8762.000,10188.200,11556.100,13326.900,14653.800,15975.900,17720.100,1,0.000,1.000,0.000,0.000,,0.000
706,Vasarosnameny,5232500,2857500,30400,Tisa,Tisza,Danube,HU,,129111,1426.100,1610.800,2065.100,2365.900,2654.500,3028.000,3307.800,3586.700,3954.600,0,0.000,0.000,1.000,,0.000,0.000
707,Zahony,5217500,2887500,33350,Tisa,Tisza,Danube,HU,,129111,1434.000,1620.400,2079.200,2383.000,2674.300,3051.500,3334.100,3615.700,3987.200,0,0.000,0.000,1.000,,0.000,0.000
713,Agota,5152500,2757500,3400,Tisa,Barcau,Danube,HU,,124211,39.100,49.500,75.200,92.200,108.500,129.600,145.500,161.200,182.000,1,0.000,1.000,0.000,0.000,,0.000
715,Bacsa,4897500,2767500,131675,Danube,Mosoni-Duna,Danube,HU,,171111,5102.500,5913.800,7910.600,9232.700,10500.800,12142.300,13372.300,14597.900,16214.800,1,0.000,1.000,0.000,0.000,,0.000
772,GUSIN,5092500,3262500,81900,"Vistula, below Pilica",Vistula,Vistula,PL,1.000,3311,1928.400,2372.300,3464.700,4188.000,4881.700,5779.800,6452.700,7123.200,8007.800,0,0.000,0.000,0.000,,,
773,KĘPA POLSKA,4992500,3307500,168025,"Vistula, below Narew",Vistula,Vistula,PL,1.000,1511,2627.300,3053.900,4103.800,4799.000,5465.800,6328.900,6975.600,7620.100,8470.200,0,0.000,0.000,0.000,,,
774,FRANKOPOL,5167500,3332500,30175,Narew,Bug,Vistula,PL,3.000,2415,328.600,388.400,535.800,633.300,726.900,848.000,938.800,1029.200,1148.600,0,0.000,0.000,0.000,,,
775,Bistra,5377500,2852500,1500,Tisa,Viseu,Danube,RO,,129611,94.800,106.900,136.600,156.300,175.200,199.600,217.900,236.100,260.200,3,2.000,1.000,1.000,0.667,0.667,0.667
776,Satu Mare,5277500,2827500,14925,Tisa,Somes,Danube,RO,,129211,592.300,664.300,841.500,958.800,1071.300,1217.000,1326.100,1434.800,1578.300,0,0.000,0.000,0.000,,,
777,Beclean,5387500,2777500,4375,Tisa,Somesul Mare,Danube,RO,,129221,195.800,216.200,266.500,299.800,331.700,373.000,404.000,434.900,475.600,1,1.000,0.000,7.000,1.000,0.125,0.222
778,Zerind,5192500,2687500,3625,Tisa,Crisul Negru,Danube,RO,,124611,83.300,103.100,151.900,184.200,215.200,255.300,285.300,315.300,354.800,4,3.000,1.000,0.000,0.750,1.000,0.857
779,Chisineu Cris,5202500,2667500,3525,Tisa,Crisul Alb,Danube,RO,,124711,130.400,158.400,227.300,272.900,316.700,373.300,415.800,458.100,513.900,1,0.000,1.000,1.000,0.000,0.000,0.000
780,Salard,5227500,2752500,1675,Tisa,Barcau,Danube,RO,,124421,24.700,29.800,42.300,50.600,58.500,68.800,76.500,84.200,94.300,0,0.000,0.000,0.000,,,
781,Ocna Mures,5382500,2687500,10000,Tisa,Mures,Danube,RO,,122511,416.400,491.700,676.900,799.600,917.200,1069.500,1183.600,1297.300,1447.300,1,1.000,0.000,0.000,1.000,1.000,1.000
782,Alba Iulia,5367500,2647500,17975,Tisa,Mures,Danube,RO,,122311,492.000,581.400,801.300,946.900,1086.500,1267.300,1402.800,1537.800,1715.900,1,1.000,0.000,0.000,1.000,1.000,1.000
783,Arad,5197500,2622500,27300,Tisa,Mures,Danube,RO,,122111,729.700,862.300,1188.600,1404.600,1611.900,1880.100,2081.100,2281.400,2545.600,1,1.000,0.000,0.000,1.000,1.000,1.000
784,Turda,5372500,2702500,2650,Tisa,Aries,Danube,RO,,122611,118.700,147.400,218.100,264.900,309.700,367.800,411.400,454.700,512.000,2,0.000,2.000,0.000,0.000,,0.000
785,Mihalt,5377500,2662500,6250,Tisa,Tarnava Mare,Danube,RO,,122411,58.400,72.600,107.600,130.700,153.000,181.700,203.300,224.700,253.000,0,0.000,0.000,0.000,,,
786,Sag,5192500,2567500,6400,Tamis,Timis,Danube,RO,,92511,238.500,311.900,492.700,612.300,727.100,875.700,987.100,1098.000,1244.300,0,0.000,0.000,0.000,,,
787,Podari,5412500,2452500,9325,Danube,Jiu,Danube,RO,,71811,399.600,473.000,653.500,773.000,887.700,1036.100,1147.400,1258.200,1404.400,0,0.000,0.000,0.000,,,
788,Bals,5437500,2467500,1950,Danube,Oltet,Danube,RO,,62111,190.400,267.400,456.800,582.300,702.600,858.300,975.000,1091.300,1244.700,2,0.000,2.000,0.000,0.000,,0.000
789,Alexandria,5542500,2447500,3375,Danube,Vedea,Danube,RO,,52011,167.800,247.300,443.200,572.900,697.300,858.300,979.000,1099.200,1257.800,1,0.000,1.000,0.000,0.000,,0.000
790,Calugareni,5592500,2477500,3525,Danube,Neajlov,Danube,RO,,51411,52.000,79.300,146.600,191.100,233.700,289.000,330.400,371.700,426.100,1,0.000,1.000,0.000,0.000,,0.000
791,Adancata,5612500,2547500,3750,Ialomita,Prahova,Danube,RO,,51211,243.200,330.300,544.500,686.300,822.300,998.400,1130.300,1261.800,1435.200,0,0.000,0.000,1.000,,0.000,0.000
792,Itcani,5527500,2862500,2325,Siret,Suceava,Danube,RO,,43411,235.800,307.600,484.300,601.200,713.400,858.700,967.500,1075.900,1219.000,0,0.000,0.000,0.000,,,
793,Vranceni,5612500,2712500,4175,Siret,Trotus,Danube,RO,,41611,215.600,296.700,496.300,628.500,755.300,919.400,1042.400,1164.900,1326.500,0,0.000,0.000,0.000,,,
794,Botarlau,5662500,2662500,2600,Siret,Putna,Danube,RO,,41211,256.200,362.500,624.300,797.600,963.900,1179.100,1340.300,1501.000,1713.000,0,0.000,0.000,0.000,,,
795,Tecuci,5662500,2682500,7025,Siret,Barlad,Danube,RO,,41411,225.200,330.200,588.700,759.900,924.000,1136.500,1295.700,1454.400,1663.700,1,0.000,1.000,0.000,0.000,,0.000
796,Dragesti,5602500,2772500,11825,Siret,Siret,Danube,RO,,43111,321.300,453.700,779.600,995.400,1202.300,1470.200,1671.000,1871.000,2134.800,0,0.000,0.000,1.000,,0.000,0.000
797,Radauti,5552500,2937500,9175,Prut,Prut,Danube,RO,,21111,680.400,904.400,1455.400,1820.200,2170.200,2623.200,2962.600,3300.800,3747.000,0,0.000,0.000,0.000,,,
798,Bazias,5222500,2477500,564200,Danube,Danube,Danube,RO,,72111,11931.200,13051.400,15808.400,17633.800,19384.700,21651.100,23349.400,25041.600,27274.000,0,0.000,0.000,0.000,,,
799,Hoghiz,5502500,2667500,7050,Danube,Olt,Danube,RO,,63111,257.200,320.100,474.800,577.300,675.600,802.800,898.100,993.100,1118.400,3,0.000,3.000,1.000,0.000,0.000,0.000
800,Gurahont,5267500,2652500,1725,Tisa,Crisul Alb,Danube,RO,,124711,119.400,145.500,209.600,252.100,292.900,345.600,385.100,424.500,476.500,3,0.000,3.000,1.000,0.000,0.000,0.000
801,Gataia,5212500,2547500,725,Tamis,Barzava,Danube,RO,,92211,17.000,21.700,33.300,40.900,48.300,57.800,64.900,72.000,81.400,0,0.000,0.000,0.000,,,
802,Lugoj,5247500,2582500,2800,Tamis,Timis,Danube,RO,,92511,122.300,163.800,265.900,333.500,398.400,482.300,545.200,607.900,690.600,0,0.000,0.000,0.000,,,
803,Tupilati,5572500,2807500,4025,Siret,Moldova,Danube,RO,,41111,233.100,328.000,561.400,716.000,864.300,1056.200,1200.100,1343.400,1532.400,0,0.000,0.000,0.000,,,
804,Frumosu,5512500,2797500,2850,Siret,Bistrita,Danube,RO,,42111,97.000,112.100,149.300,174.000,197.600,228.200,251.100,273.900,304.100,0,0.000,0.000,1.000,,0.000,0.000
805,Ceatal Izmail,5777500,2642500,786242,Danube,Danube,Danube,RO,,11111,12011.500,13494.300,17143.300,19559.300,21876.800,24876.500,27124.400,29364.100,32318.900,0,0.000,0.000,0.000,,,
807,Zimnicea,5557500,2407500,643722,Danube,Danube,Danube,RO,,52111,10958.500,12302.600,15610.200,17800.100,19900.800,22619.900,24657.400,26687.500,29365.900,0,0.000,0.000,0.000,,,
808,Lungoci,5677500,2657500,36300,Siret,Siret,Danube,RO,,41111,925.100,1273.000,2129.000,2695.800,3239.400,3943.100,4470.500,4995.900,5689.100,0,0.000,0.000,0.000,,,
809,Cosereni,5617500,2542500,6325,Ialomita,Ialomita,Danube,RO,,51211,318.000,437.000,729.900,923.700,1109.700,1350.400,1530.800,1710.500,1947.600,0,0.000,0.000,0.000,,,
811,Cornet,5432500,2582500,13750,Danube,Olt,Danube,RO,,63111,440.700,555.100,836.700,1023.100,1202.000,1433.500,1607.000,1779.800,2007.800,2,0.000,2.000,0.000,0.000,,0.000
813,Apatfalva,5132500,2622500,30050,Tisa,Mures,Danube,HU,,122111,736.400,863.900,1177.600,1385.200,1584.400,1842.300,2035.500,2228.100,2482.100,1,1.000,0.000,0.000,1.000,1.000,1.000
814,Bekes duzzaszto a.,5167500,2692500,10150,Tisa,Koros,Danube,HU,,124511,218.700,260.400,363.100,431.000,496.200,580.600,643.800,706.800,789.900,0,0.000,0.000,2.000,,0.000,0.000
815,Bekes duzzaszto f.,5172500,2692500,9475,Tisa,Koros,Danube,HU,,124511,213.000,253.300,352.300,417.900,480.900,562.300,623.300,684.200,764.400,0,0.000,0.000,3.000,,0.000,0.000
816,Budapest Kvassay zsilip f.,5002500,2747500,184625,Danube,Danube,Danube,HU,,153111,5727.700,6598.400,8741.300,10160.000,11520.900,13282.500,14602.500,15917.700,17652.900,1,0.000,1.000,0.000,0.000,,0.000
817,Kormend,4822500,2677500,4775,Raab,Raba,Danube,HU,,172111,82.000,99.100,141.200,169.100,195.800,230.400,256.300,282.200,316.200,0,0.000,0.000,0.000,,,
818,Korosladany hid,5162500,2712500,8775,Tisa,Crisul Repede,Danube,HU,,124411,117.600,141.200,199.200,237.600,274.500,322.200,357.900,393.500,440.500,0,0.000,0.000,0.000,,,
822,Hetin,5162500,2567500,2000,Tamis,Stari Begej,Danube,RS,,92411,15.000,21.900,39.000,50.200,61.100,75.100,85.600,96.000,109.800,1,0.000,1.000,1.000,0.000,0.000,0.000
823,Gamzigrad,5297500,2392500,1200,Danube,Crni Timok,Danube,RS,,72012,57.000,83.600,149.100,192.400,233.900,287.700,328.000,368.200,421.100,1,0.000,1.000,0.000,0.000,,0.000
824,Wilsele-Wijgmaal,3947500,3097500,875,Scheldt,Dyle,Scheldt,BE,,25,36.600,49.200,80.000,100.500,120.000,145.400,164.400,183.400,208.300,1,0.000,1.000,0.000,0.000,,0.000
825,Eppegem,3927500,3107500,1150,Scheldt,Zenne,Scheldt,BE,,22,75.700,91.300,129.800,155.400,179.800,211.500,235.200,258.900,290.100,1,0.000,1.000,0.000,0.000,,0.000
829,Räpina,5337500,4012500,1150,Narva,Vohandu jogi,Narva,EE,2.000,4,40.900,48.500,67.000,79.200,90.900,106.100,117.500,128.900,143.800,0,0.000,0.000,0.000,,,
830,Aarschot,3962500,3112500,2100,Scheldt,Demer,Scheldt,BE,,24,58.400,67.200,88.900,103.300,117.100,134.900,148.300,161.600,179.100,2,1.000,1.000,0.000,0.500,1.000,0.667
831,Prijepolje,5102500,2302500,3225,Sava,Lim,Danube,RS,,102431,246.200,300.100,432.500,520.200,604.400,713.300,794.900,876.200,983.400,0,0.000,0.000,2.000,,0.000,0.000
832,Raska,5182500,2307500,6275,Velika Morava,Ibar,Danube,RS,,82211,231.400,306.800,492.500,615.400,733.200,885.800,1000.200,1114.100,1264.400,1,1.000,0.000,0.000,1.000,1.000,1.000
833,L'Ill à Ensisheim,4122500,2747500,975,Ill,Ill,Rhine,FR,,11411,84.300,96.500,126.700,146.700,165.800,190.600,209.200,227.700,252.100,0,0.000,0.000,0.000,,,
834,Boretto,4367500,2422500,55525,Po,Po,Po,IT,,3111,4986.600,6126.800,8932.800,10790.600,12572.600,14879.200,16607.800,18330.000,20602.100,0,0.000,0.000,0.000,,,
836,Ladesic Draga,4742500,2502500,1600,Sava,Kupa,Danube,HR,,108531,579.800,648.500,817.600,929.500,1036.900,1175.900,1280.100,1383.800,1520.700,0,0.000,0.000,0.000,,,
837,Kamanje,4737500,2517500,2225,Sava,Kupa,Danube,HR,,108511,689.400,764.700,949.900,1072.500,1190.100,1342.400,1456.500,1570.200,1720.200,1,0.000,1.000,0.000,0.000,,0.000
838,Karlovac,4752500,2502500,3050,Sava,Kupa,Danube,HR,,108511,721.200,802.300,1001.900,1134.100,1260.800,1424.900,1547.800,1670.300,1831.900,1,0.000,1.000,0.000,0.000,,0.000
839,Jamnicka Kiselica,4772500,2507500,6600,Sava,Kupa,Danube,HR,,108311,956.500,1074.100,1363.500,1555.100,1738.900,1976.800,2155.000,2332.600,2567.000,1,0.000,1.000,0.000,0.000,,0.000
840,Sisinec,4787500,2502500,7050,Sava,Kupa,Danube,HR,,108311,971.800,1095.200,1399.100,1600.200,1793.100,2042.900,2230.000,2416.500,2662.500,1,0.000,1.000,0.000,0.000,,0.000
841,Farkasic,4802500,2497500,8525,Sava,Kupa,Danube,HR,,108111,1059.200,1196.600,1534.900,1758.900,1973.700,2251.800,2460.200,2667.800,2941.800,1,0.000,1.000,0.000,0.000,,0.000
