id,name,X,Y,area,subcatchment,river,catchment,country
359,Laupen,4112500.0,2647500.0,1925.0,Aare,Saane,Rhine,CH
361,Andelfingen,4227500.0,2722500.0,1750.0,Thur,Thur,Rhine,CH
362,Halden,4262500.0,2707500.0,1125.0,Thur,Thur,Rhine,CH
366,"Geneve, Bout Du Monde",4027500.0,2572500.0,1925.0,"Rhone, headwaters",Arve,Rhone,CH
367,Ocourt,4097500.0,2692500.0,1250.0,Saone,Doubs,Rhone,CH
369,Branson,4097500.0,2562500.0,3725.0,"Rhone, headwaters",Rhone,Rhone,CH
370,"Chancy, Aux Ripes",4007500.0,2567500.0,10375.0,"Rhone, headwaters",Rhone,Rhone,CH
371,Porte du Scex,4082500.0,2587500.0,5300.0,"Rhone, headwaters",Rhone,Rhone,CH
372,Sion,4112500.0,2572500.0,3400.0,"Rhone, headwaters",Rhone,Rhone,CH
390,Bobbio,4272500.0,2407500.0,700.0,Trebbia,Trebbia,Po,IT
391,Ponte Bacchello,4397500.0,2402500.0,1575.0,Secchia,Secchia,Po,IT
393,Pontelagoscuro,4447500.0,2422500.0,71175.0,Po,Po,Po,IT
394,Lugo,4372500.0,2367500.0,925.0,Secchia,Secchia,Po,IT
395,Ponte Samone,4392500.0,2362500.0,600.0,Panaro,Panaro,Po,IT
396,Bomporto,4402500.0,2402500.0,1100.0,Panaro,Panaro,Po,IT
398,Piacenza,4302500.0,2442500.0,41950.0,Po,Po,Po,IT
399,Cremona,4322500.0,2447500.0,51075.0,Po,Po,Po,IT
405,Ponte Veggia,4382500.0,2382500.0,1075.0,Secchia,Secchia,Po,IT
408,San Donnino,4397500.0,2387500.0,875.0,Panaro,Tiepido,Po,IT
410,Pioppa,4397500.0,2417500.0,1675.0,Secchia,Secchia,Po,IT
424,Rivergaro,4287500.0,2422500.0,900.0,Trebbia,Trebbia,Po,IT
426,Parma Ovest,4337500.0,2412500.0,1375.0,Taro,Taro,Po,IT
428,San Secondo,4342500.0,2422500.0,1450.0,Taro,Taro,Po,IT
429,Ponte Alto,4392500.0,2397500.0,1525.0,Secchia,Secchia,Po,IT
434,Rubiera SS9,4382500.0,2392500.0,1425.0,Secchia,Secchia,Po,IT
436,Spilamberto,4402500.0,2382500.0,775.0,Panaro,Panaro,Po,IT
454,Parma Ponte Verdi,4347500.0,2407500.0,700.0,Parma,Parma,Po,IT
457,Ampermoching,4427500.0,2797500.0,2225.0,Isar,Amper,Danube,DE
458,Augsburg Oberhausen,4382500.0,2802500.0,1275.0,Lech,Wertach,Danube,DE
459,Bad Kissingen,4327500.0,3017500.0,1575.0,Main,Franconian Saale,Rhine,DE
460,Beilngries oberh. der Sulz,4427500.0,2877500.0,2200.0,Altmuhl,Altmuhl,Danube,DE
461,Burghausen,4527500.0,2782500.0,6650.0,Inn,Salzach,Danube,DE
462,Chamerau,4527500.0,2897500.0,1350.0,Regen,Regen,Danube,DE
463,Dillingen,4352500.0,2827500.0,11400.0,Danube,Danube,Danube,DE
464,Donauwörth,4377500.0,2842500.0,15175.0,Danube,Danube,Danube,DE
465,Eichstätt,4407500.0,2862500.0,1425.0,Altmuhl,Altmuhl,Danube,DE
466,Fürstenfeldbruck,4412500.0,2782500.0,1350.0,Isar,Amper,Danube,DE
467,Harburg,4367500.0,2857500.0,1625.0,Wornitz,Wornitz,Danube,DE
468,Hüttendorf,4392500.0,2932500.0,3875.0,Main,Regnitz,Rhine,DE
469,Ingolstadt Luitpoldstraße,4422500.0,2847500.0,20225.0,Danube,Danube,Danube,DE
470,Inkofen,4452500.0,2817500.0,3175.0,Isar,Amper,Danube,DE
471,Kelheim,4452500.0,2862500.0,23075.0,Danube,Danube,Danube,DE
472,Kemmern,4382500.0,2987500.0,4150.0,Main,Main,Rhine,DE
473,Kienhof,4507500.0,2902500.0,2150.0,Regen,Regen,Danube,DE
474,Landau,4512500.0,2842500.0,8625.0,Isar,Isar,Danube,DE
475,Laufen Siegerstetter Keller,4542500.0,2762500.0,6100.0,Inn,Salzach,Danube,DE
476,Mainleus,4417500.0,2997500.0,1175.0,Main,Main,Rhine,DE
477,Münchshofen,4467500.0,2902500.0,4025.0,Naab,Naab,Danube,DE
478,Neumühle,4392500.0,2922500.0,1825.0,Main,Rednitz,Rhine,DE
479,"Neu Ulm, Bad Held",4317500.0,2807500.0,7600.0,Danube,Danube,Danube,DE
480,Nürnberg,4397500.0,2927500.0,1225.0,Main,Pegnitz,Rhine,DE
481,Oberaudorf,4482500.0,2722500.0,9725.0,Inn,Inn,Danube,DE
482,Passau Ingling,4577500.0,2827500.0,26100.0,Inn,Inn,Danube,DE
483,Plattling,4532500.0,2852500.0,9000.0,Isar,Isar,Danube,DE
484,Rosenheim o.d. Mangfallmündung,4482500.0,2747500.0,10225.0,Inn,Inn,Danube,DE
485,Salz,4337500.0,3022500.0,1025.0,Main,Franconian Saale,Rhine,DE
486,Schwürbitz,4402500.0,3007500.0,2500.0,Main,Main,Rhine,DE
487,Seebruck,4507500.0,2762500.0,1500.0,Inn,Alz,Danube,DE
488,Unterköblitz,4477500.0,2937500.0,1975.0,Naab,Naab,Danube,DE
489,Wasserburg,4482500.0,2767500.0,12100.0,Inn,Inn,Danube,DE
490,Wolfsmünster,4302500.0,2997500.0,2125.0,Main,Franconian Saale,Rhine,DE
491,Tokarnia,5057500.0,3127500.0,1225.0,Nida,Czarna Nida,Vistula,PL
492,ŻABNO,5097500.0,3052500.0,6900.0,Dunajec,Dunajec,Vistula,PL
493,Pinczow,5062500.0,3097500.0,3400.0,Nida,Nida,Vistula,PL
494,Stary Sacz,5087500.0,2992500.0,2100.0,Dunajec,Poprad,Vistula,PL
495,Proszowki,5062500.0,3037500.0,1475.0,"Vistula, headwaers",Raba,Vistula,PL
496,JAROSŁAW,5222500.0,3072500.0,6975.0,San,San,Vistula,PL
497,NISKO,5177500.0,3117500.0,15575.0,San,San,Vistula,PL
498,Zator,4997500.0,3027500.0,1125.0,"Vistula, headwaers",Skawa,Vistula,PL
499,PUSTYNIA,4977500.0,3032500.0,2925.0,"Vistula, headwaers",Vistula,Vistula,PL
500,SMOLICE,4997500.0,3032500.0,6750.0,"Vistula, headwaers",Vistula,Vistula,PL
501,POPĘDZYNKA,5072500.0,3057500.0,10650.0,"Vistula, headwaers",Vistula,Vistula,PL
502,SZCZUCIN,5102500.0,3082500.0,24125.0,"Vistula, below Dunajec",Vistula,Vistula,PL
503,SANDOMIERZ,5147500.0,3127500.0,32125.0,"Vistula, below Dunajec",Vistula,Vistula,PL
504,ZAWICHOST,5152500.0,3142500.0,50650.0,"Vistula, below San",Vistula,Vistula,PL
505,Rzeszow,5177500.0,3062500.0,2125.0,San,Wislok,Vistula,PL
506,MIELEC 2,5127500.0,3087500.0,3900.0,"Vistula, below Dunajec",Wisloka,Vistula,PL
507,Kunow,5107500.0,3157500.0,1125.0,"Vistula, below San",Kamienna,Vistula,PL
508,Lochow,5112500.0,3327500.0,2475.0,Narew,Liwiec,Vistula,PL
509,SULEJÓW (KOPALNIA),5007500.0,3182500.0,4075.0,Pilica,Pilica,Vistula,PL
510,KOŚMIN,5142500.0,3227500.0,10200.0,Wieprz,Wieprz,Vistula,PL
511,BORKOWO,5042500.0,3327500.0,5175.0,Narew,Wkra,Vistula,PL
512,BURZYN,5147500.0,3422500.0,6975.0,Narew,Biebrza,Vistula,PL
513,Prosna,5042500.0,3512500.0,1625.0,Lyna,Guber,Pregolya,PL
514,Sepopol,5032500.0,3512500.0,3675.0,Lyna,Lyna,Pregolya,PL
515,STRĘKOWA GÓRA,5157500.0,3417500.0,6800.0,Narew,Narew,Vistula,PL
516,PIĄTNICA-ŁOMŻA,5122500.0,3412500.0,15050.0,Narew,Narew,Vistula,PL
517,ZAMBSKI KOŚCIELNE,5077500.0,3352500.0,25925.0,Narew,Narew,Vistula,PL
518,Bialobrzeg Blizszy,5087500.0,3392500.0,2100.0,Narew,Omulew,Vistula,PL
519,Makow Mazowiecki,5067500.0,3362500.0,1925.0,Narew,Orzyc,Vistula,PL
520,DOBRYLAS,5102500.0,3422500.0,4525.0,Narew,Pisa,Vistula,PL
521,Fasty,5187500.0,3417500.0,1925.0,Narew,Suprasl,Vistula,PL
522,Mieduniszki,5097500.0,3532500.0,1000.0,Pregolya,Angrapa,Pregolya,PL
523,Krzyzanowice,4812500.0,3142500.0,2000.0,"Oder, below Easter Neisse",Widawa,Oder,PL
524,Piatnica,4752500.0,3142500.0,2050.0,Kaczawa,Kaczawa,Oder,PL
526,Olawa,4832500.0,3112500.0,800.0,"Oder, below Easter Neisse",Oslawa,Oder,PL
527,Opole,4877500.0,3092500.0,11050.0,"Oder, headwaters",Oder,Oder,PL
528,OPOLE-GROSZOWICE,4882500.0,3082500.0,10975.0,"Oder, headwaters",Oder,Oder,PL
529,DOBROSZÓW WIELKI,4687500.0,3192500.0,5375.0,Bobr,Bobr,Oder,PL
530,OŁAWA (MOST),4842500.0,3117500.0,20025.0,"Oder, below Easter Neisse",Oder,Oder,PL
531,SKOROGOSZCZ,4857500.0,3102500.0,4625.0,Eastern Neisse,Eastern Neisse,Oder,PL
532,NOWA SÓL,4722500.0,3197500.0,37150.0,"Oder, below Barycz",Oder,Oder,PL
533,CIGACICE,4707500.0,3227500.0,39025.0,"Oder, below Barycz",Oder,Oder,PL
534,Bardo,4797500.0,3067500.0,1750.0,Eastern Neisse,Eastern Neisse,Oder,PL
535,OSETNO,4762500.0,3192500.0,4575.0,Barycz,Barycz,Oder,PL
536,POŁĘCKO,4652500.0,3227500.0,46350.0,"Oder, below Bobr",Oder,Oder,PL
538,RACIBÓRZ-MIEDONIA,4907500.0,3037500.0,6725.0,"Oder, headwaters",Oder,Oder,PL
539,ŚCINAWA,4767500.0,3157500.0,29650.0,"Oder, below Kaczawa",Oder,Oder,PL
540,UJŚCIE NYSY KŁODZKIEJ,4857500.0,3107500.0,18375.0,"Oder, below Easter Neisse",Oder,Oder,PL
541,Turawa,4892500.0,3102500.0,1475.0,"Oder, headwaters",Mala Panew,Oder,PL
542,Jarnoltow,4797500.0,3132500.0,1675.0,"Oder, below Easter Neisse",Bystrzyca,Oder,PL
543,SŁUBICE,4627500.0,3262500.0,52000.0,"Oder, below Neisse",Oder,Oder,PL
544,GOZDOWICE,4607500.0,3307500.0,109775.0,"Oder, below Warta",Oder,Oder,PL
545,DZIAŁOSZYN,4937500.0,3147500.0,4050.0,Warta,Warta,Oder,PL
546,SIERADZ,4922500.0,3202500.0,8225.0,Warta,Zeglina,Oder,PL
547,SŁAWSK,4872500.0,3262500.0,13750.0,Warta,Warta,Oder,PL
548,POZNAŃ (MOST ROCHA),4792500.0,3282500.0,25575.0,Warta,Warta,Oder,PL
549,GORZÓW WIELKOPOLSKI,4682500.0,3302500.0,53275.0,Warta,Warta,Oder,PL
550,Dabie,4922500.0,3257500.0,1825.0,Warta,Ner,Oder,PL
551,NOWE DREZDENKO,4717500.0,3322500.0,16850.0,Warta,Notec,Oder,PL
552,BOGUSŁAW,4867500.0,3227500.0,4300.0,Warta,Prosna,Oder,PL
553,PIŁA,4772500.0,3362500.0,4725.0,Warta,Gwda,Oder,PL
554,Drawiny,4722500.0,3327500.0,3000.0,Warta,Drawa,Oder,PL
555,Podgorze,4942500.0,3187500.0,2425.0,Warta,Widawka,Oder,PL
556,Nemcice,4737500.0,3022500.0,4275.0,"Elbe, headwaters",Elbe,Elbe,CZ
557,Prelouc,4712500.0,3007500.0,6475.0,"Elbe, headwaters",Elbe,Elbe,CZ
558,Predmerice,4667500.0,3032500.0,2175.0,Jizera,Jizera,Elbe,CZ
559,Ceske Budejovice,4647500.0,2877500.0,1775.0,Vltava,Vltava,Elbe,CZ
560,Bechyne,4647500.0,2922500.0,3875.0,Vltava,Luznice,Elbe,CZ
561,Pisek,4622500.0,2922500.0,2925.0,Vltava,Otava,Elbe,CZ
562,Nespeky,4652500.0,2982500.0,4075.0,Vltava,Sazava,Elbe,CZ
563,Bílá Hora,4567500.0,2967500.0,4775.0,Vltava,Berounka,Elbe,CZ
564,Beroun,4612500.0,2992500.0,8325.0,Vltava,Litavka,Elbe,CZ
565,Praha-Chuchle,4637500.0,2997500.0,26850.0,Vltava,Vltava,Elbe,CZ
566,Melnik,4637500.0,3037500.0,42025.0,"Elbe, below Vltava",Elbe,Elbe,CZ
567,Karlovy Vary,4527500.0,3017500.0,2925.0,Ohre,Ohre,Elbe,CZ
568,Louny I.,4587500.0,3032500.0,5100.0,Ohre,Ohre,Elbe,CZ
569,Usti nad Labem,4607500.0,3062500.0,48700.0,"Elbe, below Ohre",Elbe,Elbe,CZ
570,Svinov,4912500.0,2997500.0,1525.0,"Oder, headwaters",Oder,Oder,CZ
571,Dehylov,4907500.0,3007500.0,2025.0,"Oder, headwaters",Opava,Oder,CZ
572,Bohumin,4917500.0,3012500.0,4675.0,"Oder, headwaters",Oder,Oder,CZ
573,Vernovice,4922500.0,3012500.0,1100.0,"Oder, headwaters",Olza,Oder,CZ
574,Olomouc,4847500.0,2962500.0,3450.0,Morava,Morava,Danube,CZ
575,Dluhonice,4857500.0,2952500.0,1575.0,Morava,Becva,Danube,CZ
576,Kromeriz,4857500.0,2937500.0,7200.0,Morava,Morava,Danube,CZ
577,Straznice,4852500.0,2892500.0,9150.0,Morava,Morava,Danube,CZ
578,Travni Dvur,4792500.0,2872500.0,3450.0,Morava,Thaya,Danube,CZ
579,Zidlochovice,4802500.0,2902500.0,4150.0,Morava,Svratka,Danube,CZ
580,Ivancice,4787500.0,2907500.0,2800.0,Morava,Jihlava,Danube,CZ
581,Breclav-Ladna,4822500.0,2877500.0,12325.0,Morava,Thaya,Danube,CZ
582,Miziya,5422500.0,2382500.0,3025.0,Danube,Ogosta,Danube,BG
583,Novi Iskar,5412500.0,2297500.0,3825.0,Danube,Iskar,Danube,BG
584,Orehovica,5477500.0,2387500.0,8375.0,Danube,Iskar,Danube,BG
585,Tarnene,5492500.0,2367500.0,2275.0,Danube,Vit,Danube,BG
586,Troian,5517500.0,2317500.0,550.0,Danube,Osam,Danube,BG
587,Izgrev,5537500.0,2382500.0,2275.0,Danube,Osam,Danube,BG
588,Sevlievo,5547500.0,2337500.0,1000.0,Danube,Rositsa,Danube,BG
589,Karantsi,5582500.0,2392500.0,6850.0,Danube,Yantra,Danube,BG
590,Dzhuliunitsa,5607500.0,2362500.0,825.0,Danube,Dzhulunitsa,Danube,BG
591,Shirocovo,5602500.0,2407500.0,1425.0,Danube,Cherni Lom,Danube,BG
592,Plovdiv,5532500.0,2237500.0,8025.0,Evros,Evros,Evros,BG
593,Svilengrad,5657500.0,2217500.0,20800.0,Evros,Evros,Evros,BG
594,Ebro En Miranda Ebro,3257500.0,2272500.0,5275.0,Ebro,Ebro,Ebro,ES
595,Ebro En Castejon,3352500.0,2197500.0,25375.0,Ebro,Ebro,Ebro,ES
596,Ega En Andosilla,3337500.0,2222500.0,1425.0,Ega,Ega,Ebro,ES
597,Arga En Funes,3352500.0,2217500.0,2775.0,Aragon,Arga,Ebro,ES
598,Aragon En Caparroso,3362500.0,2212500.0,5550.0,Aragon,Aragon,Ebro,ES
599,Jiloca En Daroca,3362500.0,2067500.0,2675.0,Jalon,Jiloca,Ebro,ES
600,Ebro En Zaragoza,3407500.0,2132500.0,41075.0,Ebro,Ebro,Ebro,ES
601,Gallego En Ardisa,3432500.0,2177500.0,2025.0,Gallego,Gallego,Ebro,ES
602,Martin En Hijar,3442500.0,2067500.0,1350.0,Martin,Martin,Ebro,ES
603,Cinca En Fraga,3512500.0,2102500.0,9700.0,Segre,Cinca,Ebro,ES
604,Segre En Seo De Urgel,3622500.0,2177500.0,1200.0,Segre,Segre,Ebro,ES
605,Segre En Seros,3522500.0,2092500.0,12900.0,Segre,Segre,Ebro,ES
606,Ebro En Tortosa,3522500.0,2022500.0,85050.0,Ebro,Ebro,Ebro,ES
607,Guadalope Cola Santolea,3437500.0,2017500.0,975.0,Guadalope,Guadalope,Ebro,ES
608,Bergantes En Zorita,3462500.0,2017500.0,1075.0,Guadalope,Bergantes,Ebro,ES
610,Rioalcanadre En P.Alcofea,3477500.0,2142500.0,1300.0,Segre,Alcanadre,Ebro,ES
611,Najerilla En Torremontalbo,3277500.0,2237500.0,1125.0,Najerilla,Najerilla,Ebro,ES
612,Jiloca En Calamocha,3367500.0,2047500.0,1925.0,Jalon,Jiloca,Ebro,ES
613,Jiloca En Morata De Jiloca,3352500.0,2087500.0,2975.0,Jalon,Jiloca,Ebro,ES
614,Gallego En Sta. Eulalia,3432500.0,2192500.0,1875.0,Gallego,Gallego,Ebro,ES
615,Irati En Liedena,3392500.0,2242500.0,1575.0,Aragon,Irati,Ebro,ES
616,Arga En Echauri,3357500.0,2262500.0,1775.0,Aragon,Arga,Ebro,ES
617,Segre A/Abajo E.Oliana,3597500.0,2147500.0,2675.0,Segre,Segre,Ebro,ES
618,Jalon En Grisen,3387500.0,2132500.0,10050.0,Jalon,Jalon,Ebro,ES
619,Gallego En Zaragoza,3417500.0,2132500.0,3850.0,Gallego,Gallego,Ebro,ES
620,Nela En Trespaderne,3227500.0,2292500.0,1075.0,Nela,Nela,Ebro,ES
621,Oca En Oña,3227500.0,2277500.0,1125.0,Anguilas,Oca,Ebro,ES
622,Flumen En Albalatillo,3472500.0,2132500.0,1475.0,Segre,Flumen,Ebro,ES
623,Segre En Balaguer,3557500.0,2122500.0,7725.0,Segre,Segre,Ebro,ES
624,N. Ribagorzana A.A.Sta.Ana,3542500.0,2137500.0,1775.0,Segre,Noguera Ribagorzana,Ebro,ES
625,Guadalope En Caspe,3482500.0,2067500.0,3850.0,Guadalope,Guadalope,Ebro,ES
626,Aragon A.A. Yesa,3402500.0,2237500.0,2225.0,Aragon,Aragon,Ebro,ES
627,N. Pallaresa En Collegats,3582500.0,2172500.0,1525.0,Segre,Noguera Pallaresa,Ebro,ES
628,Guadalope A.A. Santolea,3447500.0,2022500.0,1225.0,Guadalope,Guadalope,Ebro,ES
629,Segre En Organya,3607500.0,2167500.0,2300.0,Segre,Segre,Ebro,ES
630,N.Ribagorzana (Montañana),3552500.0,2162500.0,1125.0,Segre,Noguera Ribagorzana,Ebro,ES
631,Ebro En Mendavia,3312500.0,2232500.0,12025.0,Ebro,Ebro,Ebro,ES
632,Gallego En Anzanigo,3442500.0,2202500.0,1425.0,Gallego,Gallego,Ebro,ES
633,Piedra En Carenas,3332500.0,2097500.0,1500.0,Jalon,Piedra,Ebro,ES
634,Jalon En Ateca,3332500.0,2102500.0,4050.0,Jalon,Jalon,Ebro,ES
635,Ebro En Palazuelos,3232500.0,2282500.0,4500.0,Ebro,Ebro,Ebro,ES
636,Ebro En Asco,3527500.0,2057500.0,83350.0,Ebro,Ebro,Ebro,ES
637,Aragon En Cola De Yesa,3422500.0,2232500.0,1500.0,Aragon,Aragon,Ebro,ES
638,Matarraña En Nonaspe,3497500.0,2067500.0,1150.0,Matarranya,Matarranya,Ebro,ES
639,Alhama En Cintruenigo,3337500.0,2182500.0,1100.0,Alhama,Alhama,Ebro,ES
640,R.Alcanadre En Ballobar,3497500.0,2117500.0,3300.0,Segre,Alcanadre,Ebro,ES
641,Gallego En Zuera,3427500.0,2147500.0,3250.0,Gallego,Gallego,Ebro,ES
642,Huerva En Zaragoza,3407500.0,2122500.0,1100.0,Huerva,Huerva,Ebro,ES
643,Arba En Tauste,3392500.0,2167500.0,2175.0,Arba,Arba,Ebro,ES
644,Ebro En Gelsa,3442500.0,2097500.0,47550.0,Ebro,Ebro,Ebro,ES
645,Jalon En Calatayud,3347500.0,2102500.0,7575.0,Jalon,Jalon,Ebro,ES
646,Jalon En Chodes,3357500.0,2117500.0,8025.0,Jalon,Jalon,Ebro,ES
647,Ebro En Logroño,3297500.0,2237500.0,10525.0,Ebro,Ebro,Ebro,ES
648,Tiron En Haro,3262500.0,2252500.0,1225.0,Tiron,Tiron,Ebro,ES
649,Aragon En Martes,3427500.0,2227500.0,1100.0,Aragon,Aragon,Ebro,ES
650,Ebro En Tudela,3362500.0,2177500.0,26500.0,Ebro,Ebro,Ebro,ES
651,Ebro En Novillas,3377500.0,2162500.0,27425.0,Ebro,Ebro,Ebro,ES
652,Ebro En Alagon,3397500.0,2147500.0,30400.0,Ebro,Ebro,Ebro,ES
653,Arba En Ejea,3402500.0,2182500.0,1075.0,Arba,Arba,Ebro,ES
654,Cinca Pte. Las Pilas,3512500.0,2162500.0,3825.0,Segre,Cinca,Ebro,ES
655,Jalon En Cetina,3322500.0,2102500.0,1975.0,Jalon,Jalon,Ebro,ES
659,Barcs,4897500.0,2562500.0,34625.0,Drava,Drava,Danube,HU
660,Bekes,5167500.0,2697500.0,10250.0,Tisa,Koros,Danube,HU
661,Bekessztandras duzzaszto a.,5117500.0,2697500.0,26275.0,Tisa,Harmas-Koros,Danube,HU
662,Bekessztandras duzzaszto f.,5112500.0,2697500.0,26300.0,Tisa,Harmas-Koros,Danube,HU
663,Berettyoujfalu,5192500.0,2747500.0,3575.0,Tisa,Barcau,Danube,HU
664,Budapest,5002500.0,2752500.0,184600.0,Danube,Danube,Danube,HU
665,Csenger,5267500.0,2827500.0,14975.0,Tisa,Somea,Danube,HU
666,Doboz,5177500.0,2687500.0,8100.0,Tisa,Koros,Danube,HU
667,Dombori-puszta,5002500.0,2632500.0,188375.0,Danube,Danube,Danube,HU
668,Dravaszabolcs,4957500.0,2552500.0,37750.0,Drava,Drava,Danube,HU
670,Felsoberecki,5182500.0,2872500.0,11325.0,Tisa,Bodrog,Danube,HU
671,Gyoma,5142500.0,2707500.0,19800.0,Tisa,Harmas-Koros,Danube,HU
672,Gyula,5187500.0,2677500.0,4025.0,Tisa,Crisul Alb,Danube,HU
673,Gyulavari duzzaszto f.,5182500.0,2682500.0,4400.0,Tisa,Crisul Alb,Danube,HU
674,Hatvan,5047500.0,2777500.0,1250.0,Tisa,Zagyva,Danube,HU
675,Hidasnemeti,5147500.0,2882500.0,4450.0,Tisa,Hornad,Danube,HU
676,Ipolytarnoc,5032500.0,2837500.0,1325.0,Ipel,Ipel,Danube,HU
677,Jasztelek,5072500.0,2752500.0,4200.0,Tisa,Zagyva,Danube,HU
678,Kiskore also,5107500.0,2762500.0,65000.0,Tisa,Tisza,Danube,HU
679,Kiskore felso,5112500.0,2767500.0,64875.0,Tisa,Tisza,Danube,HU
682,Korosszakal,5202500.0,2727500.0,2550.0,Tisa,Crisul Repede,Danube,HU
683,Korostarcsa,5157500.0,2702500.0,10425.0,Tisa,Koros,Danube,HU
684,Kunszentmarton,5102500.0,2692500.0,27000.0,Tisa,Harmas-Koros,Danube,HU
685,Letenye,4837500.0,2612500.0,13325.0,Drava,Mur,Danube,HU
686,Mako,5127500.0,2622500.0,30075.0,Tisa,Mures,Danube,HU
688,Mohacs,4997500.0,2577500.0,208825.0,Danube,Danube,Danube,HU
689,Nagymaros,4992500.0,2782500.0,183175.0,Danube,Danube,Danube,HU
690,Nogradszakal,5027500.0,2832500.0,1875.0,Ipel,Ipel,Danube,HU
691,Ortilos,4852500.0,2602500.0,31275.0,Drava,Drava,Danube,HU
692,Paks,4997500.0,2652500.0,188100.0,Danube,Danube,Danube,HU
693,Pocsaj,5212500.0,2757500.0,3450.0,Tisa,Barcau,Danube,HU
694,Sajopuspoki,5087500.0,2847500.0,3500.0,Tisa,Slana,Danube,HU
695,Sarkad,5187500.0,2687500.0,3650.0,Tisa,Crisul Negru,Danube,HU
696,Sarvar,4847500.0,2707500.0,5575.0,Raab,Raba,Danube,HU
697,Siojut,4942500.0,2672500.0,5850.0,Sio,Sio,Danube,HU
699,Szentgotthard,4807500.0,2667500.0,3275.0,Raab,Raba,Danube,HU
700,Szolnok,5092500.0,2727500.0,72325.0,Tisa,Tisza,Danube,HU
701,Tiszabecs,5272500.0,2857500.0,9000.0,Tisa,Tisza,Danube,HU
702,Tiszafured,5122500.0,2782500.0,62625.0,Tisa,Tisza,Danube,HU
703,Tiszapalkonya,5142500.0,2807500.0,62225.0,Tisa,Tisza,Danube,HU
704,Tiszaroff,5107500.0,2752500.0,65625.0,Tisa,Tisza,Danube,HU
705,Vac,5002500.0,2782500.0,183500.0,Danube,Danube,Danube,HU
706,Vasarosnameny,5232500.0,2857500.0,30400.0,Tisa,Tisza,Danube,HU
707,Zahony,5217500.0,2887500.0,33350.0,Tisa,Tisza,Danube,HU
713,Agota,5152500.0,2757500.0,3400.0,Tisa,Barcau,Danube,HU
715,Bacsa,4897500.0,2767500.0,131675.0,Danube,Mosoni-Duna,Danube,HU
772,GUSIN,5092500.0,3262500.0,81900.0,"Vistula, below Pilica",Vistula,Vistula,PL
773,KĘPA POLSKA,4992500.0,3307500.0,168025.0,"Vistula, below Narew",Vistula,Vistula,PL
774,FRANKOPOL,5167500.0,3332500.0,30175.0,Narew,Bug,Vistula,PL
775,Bistra,5377500.0,2852500.0,1500.0,Tisa,Viseu,Danube,RO
776,Satu Mare,5277500.0,2827500.0,14925.0,Tisa,Somes,Danube,RO
777,Beclean,5387500.0,2777500.0,4375.0,Tisa,Somesul Mare,Danube,RO
778,Zerind,5192500.0,2687500.0,3625.0,Tisa,Crisul Negru,Danube,RO
779,Chisineu Cris,5202500.0,2667500.0,3525.0,Tisa,Crisul Alb,Danube,RO
780,Salard,5227500.0,2752500.0,1675.0,Tisa,Barcau,Danube,RO
781,Ocna Mures,5382500.0,2687500.0,10000.0,Tisa,Mures,Danube,RO
782,Alba Iulia,5367500.0,2647500.0,17975.0,Tisa,Mures,Danube,RO
783,Arad,5197500.0,2622500.0,27300.0,Tisa,Mures,Danube,RO
784,Turda,5372500.0,2702500.0,2650.0,Tisa,Aries,Danube,RO
785,Mihalt,5377500.0,2662500.0,6250.0,Tisa,Tarnava Mare,Danube,RO
786,Sag,5192500.0,2567500.0,6400.0,Tamis,Timis,Danube,RO
787,Podari,5412500.0,2452500.0,9325.0,Danube,Jiu,Danube,RO
788,Bals,5437500.0,2467500.0,1950.0,Danube,Oltet,Danube,RO
789,Alexandria,5542500.0,2447500.0,3375.0,Danube,Vedea,Danube,RO
790,Calugareni,5592500.0,2477500.0,3525.0,Danube,Neajlov,Danube,RO
791,Adancata,5612500.0,2547500.0,3750.0,Ialomita,Prahova,Danube,RO
792,Itcani,5527500.0,2862500.0,2325.0,Siret,Suceava,Danube,RO
793,Vranceni,5612500.0,2712500.0,4175.0,Siret,Trotus,Danube,RO
794,Botarlau,5662500.0,2662500.0,2600.0,Siret,Putna,Danube,RO
795,Tecuci,5662500.0,2682500.0,7025.0,Siret,Barlad,Danube,RO
796,Dragesti,5602500.0,2772500.0,11825.0,Siret,Siret,Danube,RO
797,Radauti,5552500.0,2937500.0,9175.0,Prut,Prut,Danube,RO
798,Bazias,5222500.0,2477500.0,564200.0,Danube,Danube,Danube,RO
799,Hoghiz,5502500.0,2667500.0,7050.0,Danube,Olt,Danube,RO
800,Gurahont,5267500.0,2652500.0,1725.0,Tisa,Crisul Alb,Danube,RO
801,Gataia,5212500.0,2547500.0,725.0,Tamis,Barzava,Danube,RO
802,Lugoj,5247500.0,2582500.0,2800.0,Tamis,Timis,Danube,RO
803,Tupilati,5572500.0,2807500.0,4025.0,Siret,Moldova,Danube,RO
804,Frumosu,5512500.0,2797500.0,2850.0,Siret,Bistrita,Danube,RO
805,Ceatal Izmail,5777500.0,2642500.0,786242.0,Danube,Danube,Danube,RO
807,Zimnicea,5557500.0,2407500.0,643722.0,Danube,Danube,Danube,RO
808,Lungoci,5677500.0,2657500.0,36300.0,Siret,Siret,Danube,RO
809,Cosereni,5617500.0,2542500.0,6325.0,Ialomita,Ialomita,Danube,RO
811,Cornet,5432500.0,2582500.0,13750.0,Danube,Olt,Danube,RO
813,Apatfalva,5132500.0,2622500.0,30050.0,Tisa,Mures,Danube,HU
